Season,MatchDay,Team,HomeAway,Opponent,Scored,Conceded,XGoals,Passes,Accuracy,Shots,OnTarget,OffTarget,Possession,TacklesWon,Corners,Offsides,Fouls,Win
2020-2021,13,Werder Bremen,Away,Mainz,1,0,1.27,566,0.84,13,7,6,0.54,98,5,0,11,1
2020-2021,13,Schalke,Home,Arminia Bielefeld,0,1,0.76,299,0.75,11,5,6,0.48,136,1,3,17,0
2020-2021,13,Arminia Bielefeld,Away,Schalke,1,0,0.76,370,0.77,8,3,5,0.52,137,6,2,19,1
2020-2021,13,Borussia Mönchengladbach,Home,Hoffenheim,1,2,1.77,453,0.83,15,5,10,0.48,97,3,1,14,0
2020-2021,13,Hoffenheim,Away,Borussia Mönchengladbach,2,1,1.55,472,0.84,14,5,9,0.52,100,3,2,22,1
2020-2021,13,RB Leipzig,Home,Cologne,0,0,1.89,626,0.87,14,6,8,0.59,128,8,4,11,0
2020-2021,13,Cologne,Away,RB Leipzig,0,0,0.68,343,0.78,4,1,3,0.41,123,2,4,8,0
2020-2021,13,Bayer Leverkusen,Home,Bayern Munich,1,2,0.33,511,0.81,8,3,5,0.52,102,5,5,13,0
2020-2021,13,Bayern Munich,Away,Bayer Leverkusen,2,1,1.34,485,0.77,14,3,11,0.48,97,7,2,6,1
2020-2021,13,Freiburg,Home,Hertha Berlin,4,1,2.93,332,0.73,17,9,8,0.42,97,7,2,9,1
2020-2021,13,Hertha Berlin,Away,Freiburg,1,4,1.57,464,0.86,10,3,7,0.58,122,3,2,16,0
2020-2021,13,Wolfsburg,Home,VfB Stuttgart,1,0,1.62,422,0.78,13,4,9,0.5,119,4,0,15,1
2020-2021,13,VfB Stuttgart,Away,Wolfsburg,0,1,1.22,468,0.8,10,1,9,0.5,113,6,3,7,0
2020-2021,14,Arminia Bielefeld,Home,Borussia Mönchengladbach,0,1,0.5,357,0.78,7,0,7,0.45,92,3,2,8,0
2020-2021,14,Borussia Mönchengladbach,Away,Arminia Bielefeld,1,0,2.97,510,0.85,22,7,15,0.55,125,14,5,7,1
2020-2021,14,Werder Bremen,Home,Union Berlin,0,2,0.84,499,0.82,10,2,8,0.56,101,6,2,15,0
2020-2021,14,Union Berlin,Away,Werder Bremen,2,0,0.86,351,0.72,9,2,7,0.44,109,5,3,14,1
2020-2021,14,Cologne,Home,Augsburg,0,1,0.62,359,0.74,12,2,10,0.47,116,8,3,20,0
2020-2021,14,Augsburg,Away,Cologne,1,0,1.2,457,0.84,11,4,7,0.53,128,3,5,12,1
2020-2021,14,Eintracht Frankfurt,Home,Bayer Leverkusen,2,1,1.3,310,0.7,10,4,6,0.36,121,2,1,9,1
2020-2021,14,Bayer Leverkusen,Away,Eintracht Frankfurt,1,2,1.46,602,0.85,10,2,8,0.64,121,7,3,6,0
2020-2021,14,Hoffenheim,Home,Freiburg,1,3,1.66,609,0.89,14,6,8,0.71,123,8,0,14,0
2020-2021,14,Freiburg,Away,Hoffenheim,3,1,1.53,241,0.75,8,5,3,0.29,95,3,2,22,1
2020-2021,14,Hertha Berlin,Home,Schalke,3,0,1.61,446,0.87,20,10,10,0.62,95,9,6,11,1
2020-2021,14,Schalke,Away,Hertha Berlin,0,3,0.81,261,0.79,10,4,6,0.38,79,5,1,18,0
2020-2021,14,VfB Stuttgart,Home,RB Leipzig,0,1,0.96,436,0.8,10,1,9,0.46,99,3,2,10,0
2020-2021,14,RB Leipzig,Away,VfB Stuttgart,1,0,2.78,537,0.84,22,9,13,0.54,118,6,3,10,1
2020-2021,14,Borussia Dortmund,Home,Wolfsburg,2,0,1.66,530,0.85,14,7,7,0.56,100,10,2,9,1
2020-2021,14,Wolfsburg,Away,Borussia Dortmund,0,2,1.77,339,0.78,22,5,17,0.44,94,5,0,12,0
2020-2021,14,Bayern Munich,Home,Mainz,5,2,3.43,722,0.9,19,12,7,0.68,94,10,1,11,1
2020-2021,14,Mainz,Away,Bayern Munich,2,5,1.08,269,0.76,12,7,5,0.32,86,2,1,9,0
2020-2021,15,Borussia Mönchengladbach,Home,Bayern Munich,3,2,1.16,354,0.81,8,4,4,0.35,93,3,3,9,1
2020-2021,15,Bayern Munich,Away,Borussia Mönchengladbach,2,3,1.62,710,0.88,15,3,12,0.65,109,8,4,11,0
2020-2021,15,Mainz,Home,Eintracht Frankfurt,0,2,0.79,294,0.67,8,0,8,0.42,110,3,1,17,0
2020-2021,15,Eintracht Frankfurt,Away,Mainz,2,0,2.4,437,0.78,15,7,8,0.58,119,7,2,15,1
2020-2021,15,Schalke,Home,Hoffenheim,4,0,1.64,334,0.75,12,5,7,0.44,114,5,4,14,1
2020-2021,15,Hoffenheim,Away,Schalke,0,4,2.24,492,0.86,18,5,13,0.56,99,4,1,13,0
2020-2021,15,Union Berlin,Home,Wolfsburg,2,2,1.24,414,0.78,13,6,7,0.46,110,5,1,16,0
2020-2021,15,Wolfsburg,Away,Union Berlin,2,2,2.02,450,0.78,11,5,6,0.54,108,3,0,13,0
2020-2021,15,Freiburg,Home,Cologne,5,0,2.33,458,0.82,12,6,6,0.5,113,1,3,14,1
2020-2021,15,Cologne,Away,Freiburg,0,5,0.26,447,0.81,5,2,3,0.5,123,3,2,10,0
2020-2021,15,Bayer Leverkusen,Home,Werder Bremen,1,1,0.78,705,0.88,12,3,9,0.68,105,3,3,22,0
2020-2021,15,Werder Bremen,Away,Bayer Leverkusen,1,1,0.87,242,0.65,3,1,2,0.32,119,1,2,13,0
2020-2021,15,RB Leipzig,Home,Borussia Dortmund,1,3,1.04,552,0.83,12,3,9,0.53,111,3,0,8,0
2020-2021,15,Borussia Dortmund,Away,RB Leipzig,3,1,2.57,441,0.82,15,7,8,0.47,130,3,2,12,1
2020-2021,15,Augsburg,Home,VfB Stuttgart,1,4,1.14,379,0.81,14,4,10,0.48,104,4,0,7,0
2020-2021,15,VfB Stuttgart,Away,Augsburg,4,1,4.67,486,0.86,28,11,17,0.52,107,11,2,12,1
2020-2021,15,Arminia Bielefeld,Home,Hertha Berlin,1,0,0.7,399,0.78,11,2,9,0.49,125,8,1,8,1
2020-2021,15,Hertha Berlin,Away,Arminia Bielefeld,0,1,0.73,412,0.77,11,6,5,0.51,139,3,4,18,0
2020-2021,16,Union Berlin,Home,Bayer Leverkusen,1,0,1.28,327,0.72,10,3,7,0.37,97,2,0,9,1
2020-2021,16,Bayer Leverkusen,Away,Union Berlin,0,1,1.23,713,0.86,13,4,9,0.63,110,3,0,10,0
2020-2021,16,Werder Bremen,Home,Augsburg,2,0,1.1,438,0.81,10,5,5,0.48,94,4,2,10,1
2020-2021,16,Augsburg,Away,Werder Bremen,0,2,0.64,450,0.84,6,2,4,0.52,95,4,1,18,0
2020-2021,16,Cologne,Home,Hertha Berlin,0,0,0.82,411,0.79,8,2,6,0.48,115,5,2,13,0
2020-2021,16,Hertha Berlin,Away,Cologne,0,0,0.84,426,0.82,14,3,11,0.52,117,4,0,19,0
2020-2021,16,Wolfsburg,Home,RB Leipzig,2,2,0.75,404,0.78,8,2,6,0.53,113,6,2,16,0
2020-2021,16,RB Leipzig,Away,Wolfsburg,2,2,2.21,442,0.81,13,9,4,0.47,138,6,0,9,0
2020-2021,16,Hoffenheim,Home,Arminia Bielefeld,0,0,0.73,493,0.85,11,5,6,0.6,135,5,2,9,0
2020-2021,16,Arminia Bielefeld,Away,Hoffenheim,0,0,0.58,440,0.82,8,2,6,0.4,123,3,4,21,0
2020-2021,16,Borussia Dortmund,Home,Mainz,1,1,1.99,718,0.88,18,8,10,0.69,141,1,4,10,0
2020-2021,16,Mainz,Away,Borussia Dortmund,1,1,0.78,251,0.68,8,3,5,0.31,117,2,0,19,0
2020-2021,16,VfB Stuttgart,Home,Borussia Mönchengladbach,2,2,2.32,608,0.87,19,8,11,0.58,106,5,0,11,0
2020-2021,16,Borussia Mönchengladbach,Away,VfB Stuttgart,2,2,1.45,412,0.82,8,5,3,0.42,92,2,0,20,0
2020-2021,16,Bayern Munich,Home,Freiburg,2,1,2.17,547,0.89,25,9,16,0.6,105,14,1,4,1
2020-2021,16,Freiburg,Away,Bayern Munich,1,2,0.86,371,0.81,8,3,5,0.4,76,3,0,14,0
2020-2021,16,Eintracht Frankfurt,Home,Schalke,3,1,2.24,634,0.88,19,11,8,0.64,119,8,2,8,1
2020-2021,16,Schalke,Away,Eintracht Frankfurt,1,3,0.29,307,0.71,5,1,4,0.36,107,2,1,10,0
2020-2021,17,Borussia Mönchengladbach,Home,Werder Bremen,1,0,0.8,590,0.84,11,6,5,0.56,114,7,3,15,1
2020-2021,17,Werder Bremen,Away,Borussia Mönchengladbach,0,1,0.92,408,0.81,11,2,9,0.44,119,5,1,11,0
2020-2021,17,Bayer Leverkusen,Home,Borussia Dortmund,2,1,1.61,495,0.84,23,13,10,0.48,104,6,2,13,1
2020-2021,17,Borussia Dortmund,Away,Bayer Leverkusen,1,2,1.82,545,0.84,16,3,13,0.52,108,5,1,8,0
2020-2021,17,Hertha Berlin,Home,Hoffenheim,0,3,1.57,465,0.84,13,2,11,0.57,109,3,1,16,0
2020-2021,17,Hoffenheim,Away,Hertha Berlin,3,0,1.12,341,0.83,11,6,5,0.43,108,2,1,16,1
2020-2021,17,Mainz,Home,Wolfsburg,0,2,0.56,255,0.59,8,0,8,0.38,104,2,4,17,0
2020-2021,17,Wolfsburg,Away,Mainz,2,0,0.94,456,0.81,8,2,6,0.62,106,5,3,15,1
2020-2021,17,Schalke,Home,Cologne,1,2,1.25,544,0.86,15,8,7,0.61,141,5,2,7,0
2020-2021,17,Cologne,Away,Schalke,2,1,1.48,296,0.77,13,4,9,0.39,97,8,3,11,1
2020-2021,17,RB Leipzig,Home,Union Berlin,1,0,1.23,767,0.9,15,5,10,0.64,115,5,0,6,1
2020-2021,17,Union Berlin,Away,RB Leipzig,0,1,0.16,348,0.78,4,1,3,0.36,70,1,3,11,0
2020-2021,17,Freiburg,Home,Eintracht Frankfurt,2,2,1.3,299,0.67,11,4,7,0.42,101,4,0,10,0
2020-2021,17,Eintracht Frankfurt,Away,Freiburg,2,2,1.63,493,0.79,16,3,13,0.58,122,5,1,15,0
2020-2021,17,Augsburg,Home,Bayern Munich,0,1,1.2,296,0.78,9,0,9,0.4,106,5,2,15,0
2020-2021,17,Bayern Munich,Away,Augsburg,1,0,1.99,518,0.9,17,4,13,0.6,109,7,4,11,1
2020-2021,17,Arminia Bielefeld,Home,VfB Stuttgart,3,0,1.88,297,0.77,9,3,6,0.39,122,2,1,9,1
2020-2021,17,VfB Stuttgart,Away,Arminia Bielefeld,0,3,0.95,612,0.87,11,3,8,0.61,120,6,1,9,0
2020-2021,18,Borussia Mönchengladbach,Home,Borussia Dortmund,4,2,1.92,453,0.81,10,7,3,0.41,95,3,0,9,1
2020-2021,18,Borussia Dortmund,Away,Borussia Mönchengladbach,2,4,1.35,610,0.85,17,7,10,0.59,104,7,1,9,0
2020-2021,18,Bayer Leverkusen,Home,Wolfsburg,0,1,0.89,588,0.84,10,4,6,0.6,114,6,3,13,0
2020-2021,18,Wolfsburg,Away,Bayer Leverkusen,1,0,0.96,300,0.72,8,4,4,0.4,154,2,1,7,1
2020-2021,18,Freiburg,Home,VfB Stuttgart,2,1,1.48,274,0.72,9,5,4,0.42,126,3,0,20,1
2020-2021,18,VfB Stuttgart,Away,Freiburg,1,2,3.06,458,0.84,27,11,16,0.58,156,5,2,11,0
2020-2021,18,Mainz,Home,RB Leipzig,3,2,1.46,255,0.66,10,4,6,0.39,121,3,2,13,1
2020-2021,18,RB Leipzig,Away,Mainz,2,3,1.4,571,0.82,12,5,7,0.61,134,9,0,16,0
2020-2021,18,Augsburg,Home,Union Berlin,2,1,1.17,299,0.74,8,4,4,0.42,101,2,1,13,1
2020-2021,18,Union Berlin,Away,Augsburg,1,2,1.31,534,0.83,9,4,5,0.58,115,3,2,21,0
2020-2021,18,Arminia Bielefeld,Home,Eintracht Frankfurt,1,5,0.41,414,0.81,8,4,4,0.45,97,0,3,14,0
2020-2021,18,Eintracht Frankfurt,Away,Arminia Bielefeld,5,1,1.84,531,0.87,15,8,7,0.55,94,8,2,22,1
2020-2021,18,Hertha Berlin,Home,Werder Bremen,1,4,1.96,524,0.83,18,10,8,0.34,112,7,2,16,0
2020-2021,18,Werder Bremen,Away,Hertha Berlin,4,1,1.35,263,0.7,7,5,2,0.62,110,1,0,12,1
2020-2021,18,Schalke,Home,Bayern Munich,0,4,0.99,362,0.78,14,4,10,0.42,90,3,2,5,0
2020-2021,18,Bayern Munich,Away,Schalke,4,0,3.36,516,0.87,32,14,18,0.58,91,7,1,9,1
2020-2021,18,Hoffenheim,Home,Cologne,3,0,2.15,402,0.76,13,4,9,0.52,122,6,0,8,1
2020-2021,18,Cologne,Away,Hoffenheim,0,3,2.03,479,0.82,13,4,9,0.48,118,9,2,13,0
2020-2021,19,VfB Stuttgart,Home,Mainz,2,0,0.71,387,0.81,9,3,6,0.53,154,2,3,9,1
2020-2021,19,Mainz,Away,VfB Stuttgart,0,2,0.32,332,0.76,10,2,8,0.47,105,4,0,20,0
2020-2021,19,Werder Bremen,Home,Schalke,1,1,0.88,471,0.82,15,6,9,0.45,115,6,3,11,0
2020-2021,19,Schalke,Away,Werder Bremen,1,1,0.41,506,0.83,6,1,5,0.55,103,1,1,20,0
2020-2021,19,Union Berlin,Home,Borussia Mönchengladbach,1,1,1.64,435,0.82,13,3,10,0.43,99,2,1,12,0
2020-2021,19,Borussia Mönchengladbach,Away,Union Berlin,1,1,1.36,603,0.88,12,4,8,0.57,112,9,2,13,0
2020-2021,19,Eintracht Frankfurt,Home,Hertha Berlin,3,1,1.88,553,0.83,16,7,9,0.59,103,4,0,17,1
2020-2021,19,Hertha Berlin,Away,Eintracht Frankfurt,1,3,0.52,344,0.73,11,4,7,0.41,111,7,4,14,0
2020-2021,19,Borussia Dortmund,Home,Augsburg,3,1,2.12,706,0.89,14,5,9,0.63,108,10,1,12,1
2020-2021,19,Augsburg,Away,Borussia Dortmund,1,3,0.33,325,0.79,5,1,4,0.37,86,1,1,11,0
2020-2021,19,Bayern Munich,Home,Hoffenheim,4,1,1.46,618,0.86,15,9,6,0.6,123,10,5,10,1
2020-2021,19,Hoffenheim,Away,Bayern Munich,1,4,2.28,395,0.8,14,5,9,0.4,100,4,3,8,0
2020-2021,19,RB Leipzig,Home,Bayer Leverkusen,1,0,1.63,410,0.79,16,2,14,0.45,129,6,4,11,1
2020-2021,19,Bayer Leverkusen,Away,RB Leipzig,0,1,0.84,486,0.83,8,4,4,0.55,108,6,4,15,0
2020-2021,19,Cologne,Home,Arminia Bielefeld,3,1,1.53,338,0.73,14,7,7,0.33,109,3,2,15,1
2020-2021,19,Arminia Bielefeld,Away,Cologne,1,3,1.39,429,0.8,9,3,6,0.46,106,5,2,17,0
2020-2021,19,Wolfsburg,Home,Freiburg,3,0,1.68,354,0.77,12,6,6,0.47,128,5,1,13,1
2020-2021,19,Freiburg,Away,Wolfsburg,0,3,0.6,414,0.78,9,2,7,0.53,119,10,1,10,0
2020-2021,20,Hertha Berlin,Home,Bayern Munich,0,1,1.4,331,0.78,11,7,4,0.41,98,3,6,12,0
2020-2021,20,Bayern Munich,Away,Hertha Berlin,1,0,2.52,523,0.86,17,7,10,0.59,98,11,3,15,1
2020-2021,20,Augsburg,Home,Wolfsburg,0,2,0.64,385,0.76,9,1,8,0.43,122,7,1,10,0
2020-2021,20,Wolfsburg,Away,Augsburg,2,0,1.97,474,0.84,17,9,8,0.57,124,4,6,15,1
2020-2021,20,Mainz,Home,Union Berlin,1,0,1.64,322,0.72,9,5,4,0.45,117,3,1,12,1
2020-2021,20,Union Berlin,Away,Mainz,0,1,1.02,451,0.76,10,3,7,0.55,101,1,4,11,0
2020-2021,20,Schalke,Home,RB Leipzig,0,3,0.36,335,0.72,3,1,2,0.38,100,1,2,14,0
2020-2021,20,RB Leipzig,Away,Schalke,3,0,1.75,558,0.84,24,10,14,0.62,128,7,3,16,1
2020-2021,20,Freiburg,Home,Borussia Dortmund,2,1,0.27,313,0.75,6,3,3,0.37,95,1,2,12,1
2020-2021,20,Borussia Dortmund,Away,Freiburg,1,2,1.06,677,0.87,16,5,11,0.63,99,1,1,12,0
2020-2021,20,Bayer Leverkusen,Home,VfB Stuttgart,5,2,3.32,490,0.85,25,12,13,0.56,123,4,1,12,1
2020-2021,20,VfB Stuttgart,Away,Bayer Leverkusen,2,5,1.45,376,0.78,14,7,7,0.44,116,4,3,9,0
2020-2021,20,Borussia Mönchengladbach,Home,Cologne,1,2,0.98,690,0.89,10,2,8,0.6,100,4,3,17,0
2020-2021,20,Cologne,Away,Borussia Mönchengladbach,2,1,0.46,377,0.79,7,3,4,0.4,96,1,4,11,1
2020-2021,20,Hoffenheim,Home,Eintracht Frankfurt,1,3,0.73,441,0.81,8,2,6,0.55,92,4,1,15,0
2020-2021,20,Eintracht Frankfurt,Away,Hoffenheim,3,1,0.96,503,0.86,9,5,4,0.45,109,7,4,12,1
2020-2021,20,Arminia Bielefeld,Home,Werder Bremen,0,2,2.57,479,0.78,22,7,15,0.6,122,9,1,12,0
2020-2021,20,Werder Bremen,Away,Arminia Bielefeld,2,0,1.04,313,0.69,5,2,3,0.4,110,0,1,9,1
2020-2021,21,RB Leipzig,Home,Augsburg,2,1,2.77,542,0.86,16,6,10,0.58,120,3,4,23,1
2020-2021,21,Augsburg,Away,RB Leipzig,1,2,0.94,333,0.75,4,2,2,0.42,107,4,1,15,0
2020-2021,21,VfB Stuttgart,Home,Hertha Berlin,1,1,1.14,485,0.83,11,3,8,0.53,130,1,0,21,0
2020-2021,21,Hertha Berlin,Away,VfB Stuttgart,1,1,1.42,443,0.79,11,3,8,0.47,107,5,3,17,0
2020-2021,21,Werder Bremen,Home,Freiburg,0,0,1.03,464,0.85,12,4,8,0.45,94,4,0,4,0
2020-2021,21,Freiburg,Away,Werder Bremen,0,0,0.7,536,0.87,8,2,6,0.55,70,1,0,20,0
2020-2021,21,Bayer Leverkusen,Home,Mainz,2,2,1.21,649,0.86,11,5,6,0.66,151,2,0,13,0
2020-2021,21,Mainz,Away,Bayer Leverkusen,2,2,2.61,250,0.68,20,5,15,0.34,143,2,4,17,0
2020-2021,21,Borussia Dortmund,Home,Hoffenheim,2,2,1.51,453,0.83,7,4,3,0.53,144,1,3,21,0
2020-2021,21,Hoffenheim,Away,Borussia Dortmund,2,2,2.83,354,0.78,13,6,7,0.47,127,7,0,16,0
2020-2021,21,Union Berlin,Home,Schalke,0,0,1.94,308,0.72,19,3,16,0.38,127,1,2,14,0
2020-2021,21,Schalke,Away,Union Berlin,0,0,0.64,538,0.83,6,1,5,0.62,119,6,0,15,0
2020-2021,21,Eintracht Frankfurt,Home,Cologne,2,0,2.45,598,0.83,17,7,10,0.58,106,7,2,14,1
2020-2021,21,Cologne,Away,Eintracht Frankfurt,0,2,0.46,389,0.75,6,1,5,0.42,104,2,4,4,0
2020-2021,21,Wolfsburg,Home,Borussia Mönchengladbach,0,0,0.95,514,0.8,18,6,12,0.55,119,9,3,10,0
2020-2021,21,Borussia Mönchengladbach,Away,Wolfsburg,0,0,0.72,450,0.76,12,4,8,0.45,122,6,1,11,0
2020-2021,21,Bayern Munich,Home,Arminia Bielefeld,3,3,1.93,617,0.87,19,11,8,0.65,143,5,3,7,0
2020-2021,21,Arminia Bielefeld,Away,Bayern Munich,3,3,1.15,330,0.75,7,3,4,0.35,119,2,1,13,0
2020-2021,22,Arminia Bielefeld,Home,Wolfsburg,0,3,0.78,396,0.82,7,2,5,0.45,123,3,1,10,0
2020-2021,22,Wolfsburg,Away,Arminia Bielefeld,3,0,1.36,484,0.81,11,6,5,0.55,96,8,3,14,1
2020-2021,22,Cologne,Home,VfB Stuttgart,0,1,0.47,549,0.83,9,0,9,0.5,101,0,0,15,0
2020-2021,22,VfB Stuttgart,Away,Cologne,1,0,0.46,489,0.84,9,3,6,0.5,91,6,4,10,1
2020-2021,22,Eintracht Frankfurt,Home,Bayern Munich,2,1,1.01,363,0.76,12,6,6,0.43,125,6,1,12,1
2020-2021,22,Bayern Munich,Away,Eintracht Frankfurt,1,2,1.94,537,0.82,22,6,16,0.57,112,10,1,7,0
2020-2021,22,Freiburg,Home,Union Berlin,0,1,0.53,539,0.85,9,1,8,0.63,93,2,0,15,0
2020-2021,22,Union Berlin,Away,Freiburg,1,0,1.74,282,0.81,15,4,11,0.37,125,4,0,14,1
2020-2021,22,Borussia Mönchengladbach,Home,Mainz,1,2,0.69,637,0.83,12,4,8,0.64,118,4,6,10,0
2020-2021,22,Mainz,Away,Borussia Mönchengladbach,2,1,0.67,279,0.62,8,6,2,0.36,86,4,2,16,1
2020-2021,22,Schalke,Home,Borussia Dortmund,0,4,0.79,353,0.81,13,2,11,0.42,82,4,1,9,0
2020-2021,22,Borussia Dortmund,Away,Schalke,4,0,1.67,587,0.85,9,6,3,0.58,71,2,0,13,1
2020-2021,22,Augsburg,Home,Bayer Leverkusen,1,1,1.09,228,0.64,6,3,3,0.33,96,1,4,16,0
2020-2021,22,Bayer Leverkusen,Away,Augsburg,1,1,0.47,666,0.86,10,3,7,0.67,133,4,2,13,0
2020-2021,22,Hertha Berlin,Home,RB Leipzig,0,3,0.77,424,0.81,8,4,4,0.51,111,3,6,10,0
2020-2021,22,RB Leipzig,Away,Hertha Berlin,3,0,0.87,469,0.81,14,7,7,0.49,112,4,1,8,1
2020-2021,22,Hoffenheim,Home,Werder Bremen,4,0,1.64,467,0.83,12,6,6,0.51,102,6,1,16,1
2020-2021,22,Werder Bremen,Away,Hoffenheim,0,4,0.26,449,0.82,3,1,2,0.49,111,3,5,12,0
2020-2021,23,Werder Bremen,Home,Eintracht Frankfurt,2,1,0.91,297,0.72,9,5,4,0.37,121,2,2,9,1
2020-2021,23,Eintracht Frankfurt,Away,Werder Bremen,1,2,1.2,646,0.89,13,4,9,0.63,104,8,2,15,0
2020-2021,23,VfB Stuttgart,Home,Schalke,5,1,2.63,395,0.78,19,10,9,0.48,108,11,0,15,1
2020-2021,23,Schalke,Away,VfB Stuttgart,1,5,1.5,426,0.82,11,5,6,0.52,108,9,1,18,0
2020-2021,23,Wolfsburg,Home,Hertha Berlin,2,0,0.68,454,0.82,11,2,9,0.58,122,3,3,15,1
2020-2021,23,Hertha Berlin,Away,Wolfsburg,0,2,0.76,305,0.75,7,2,5,0.42,124,5,2,14,0
2020-2021,23,Borussia Dortmund,Home,Arminia Bielefeld,3,0,3.77,613,0.89,20,9,11,0.61,105,5,2,12,1
2020-2021,23,Arminia Bielefeld,Away,Borussia Dortmund,0,3,0.8,361,0.82,8,2,6,0.39,95,2,1,16,0
2020-2021,23,Bayern Munich,Home,Cologne,5,1,2.42,630,0.89,15,7,8,0.54,115,4,1,7,1
2020-2021,23,Cologne,Away,Bayern Munich,1,5,1.11,502,0.81,6,3,3,0.46,118,4,2,9,0
2020-2021,23,RB Leipzig,Home,Borussia Mönchengladbach,3,2,1.95,635,0.84,21,11,10,0.58,146,3,5,20,1
2020-2021,23,Borussia Mönchengladbach,Away,RB Leipzig,2,3,1.15,320,0.7,5,2,3,0.42,109,4,1,15,0
2020-2021,23,Union Berlin,Home,Hoffenheim,1,1,0.91,480,0.78,4,1,3,0.49,120,3,9,13,0
2020-2021,23,Hoffenheim,Away,Union Berlin,1,1,1.82,549,0.82,15,4,11,0.51,103,4,2,12,0
2020-2021,23,Mainz,Home,Augsburg,0,1,0.52,427,0.77,10,5,5,0.58,140,5,2,9,0
2020-2021,23,Augsburg,Away,Mainz,1,0,1.36,245,0.64,8,3,5,0.42,115,3,2,7,1
2020-2021,23,Bayer Leverkusen,Home,Freiburg,1,2,1.44,659,0.87,21,5,16,0.65,102,8,1,12,0
2020-2021,23,Freiburg,Away,Bayer Leverkusen,2,1,1.11,341,0.73,6,3,3,0.35,94,3,1,11,1
2020-2021,24,Schalke,Home,Mainz,0,0,0.22,346,0.74,2,2,0,0.5,138,2,1,10,0
2020-2021,24,Mainz,Away,Schalke,0,0,1.06,341,0.74,20,2,18,0.5,141,6,2,16,0
2020-2021,24,Hertha Berlin,Home,Augsburg,2,1,2.78,489,0.84,17,7,10,0.66,112,6,2,15,1
2020-2021,24,Augsburg,Away,Hertha Berlin,1,2,0.4,234,0.7,7,4,3,0.34,116,1,2,13,0
2020-2021,24,Eintracht Frankfurt,Home,VfB Stuttgart,1,1,2.0,490,0.81,19,8,11,0.58,125,13,1,15,0
2020-2021,24,VfB Stuttgart,Away,Eintracht Frankfurt,1,1,0.74,336,0.79,8,1,7,0.42,121,4,1,17,0
2020-2021,24,Freiburg,Home,RB Leipzig,0,3,0.25,382,0.77,5,1,4,0.46,90,1,0,10,0
2020-2021,24,RB Leipzig,Away,Freiburg,3,0,2.43,523,0.84,13,8,5,0.54,107,2,1,13,1
2020-2021,24,Hoffenheim,Home,Wolfsburg,2,1,1.01,335,0.74,9,4,5,0.4,122,2,0,13,1
2020-2021,24,Wolfsburg,Away,Hoffenheim,1,2,1.94,569,0.83,17,5,12,0.6,135,6,5,15,0
2020-2021,24,Borussia Mönchengladbach,Home,Bayer Leverkusen,0,1,0.56,422,0.83,7,3,4,0.45,110,7,3,6,0
2020-2021,24,Bayer Leverkusen,Away,Borussia Mönchengladbach,1,0,1.89,574,0.85,13,5,8,0.55,105,8,2,10,1
2020-2021,24,Bayern Munich,Home,Borussia Dortmund,4,2,3.13,690,0.88,25,9,16,0.65,122,6,0,8,1
2020-2021,24,Borussia Dortmund,Away,Bayern Munich,2,4,0.87,354,0.73,4,3,1,0.35,90,0,2,13,0
2020-2021,24,Cologne,Home,Werder Bremen,1,1,1.06,606,0.88,16,4,12,0.65,88,9,5,13,0
2020-2021,24,Werder Bremen,Away,Cologne,1,1,0.96,267,0.74,11,5,6,0.35,118,3,0,10,0
2020-2021,24,Arminia Bielefeld,Home,Union Berlin,0,0,0.53,434,0.78,5,3,2,0.43,105,3,1,9,0
2020-2021,24,Union Berlin,Away,Arminia Bielefeld,0,0,0.92,634,0.87,7,3,4,0.57,135,3,7,5,0
2020-2021,25,Augsburg,Home,Borussia Mönchengladbach,3,1,1.44,329,0.76,10,3,7,0.2,87,1,3,6,1
2020-2021,25,Borussia Mönchengladbach,Away,Augsburg,1,3,3.68,605,0.89,28,8,20,0.47,113,10,5,10,0
2020-2021,25,Werder Bremen,Home,Bayern Munich,1,3,1.35,510,0.81,9,4,5,0.43,87,3,3,5,0
2020-2021,25,Bayern Munich,Away,Werder Bremen,3,1,3.34,670,0.88,22,6,16,0.57,105,8,7,9,1
2020-2021,25,Mainz,Home,Freiburg,1,0,2.0,428,0.81,10,7,3,0.5,118,0,1,24,1
2020-2021,25,Freiburg,Away,Mainz,0,1,1.22,452,0.81,13,3,10,0.5,114,4,0,15,0
2020-2021,25,Union Berlin,Home,Cologne,2,1,2.9,373,0.76,13,8,5,0.41,125,6,2,20,1
2020-2021,25,Cologne,Away,Union Berlin,1,2,1.3,574,0.86,9,5,4,0.59,131,6,0,13,0
2020-2021,25,Wolfsburg,Home,Schalke,5,0,1.5,449,0.81,16,7,9,0.52,108,3,6,12,1
2020-2021,25,Schalke,Away,Wolfsburg,0,5,0.31,380,0.78,7,1,6,0.48,126,8,2,8,0
2020-2021,25,Borussia Dortmund,Home,Hertha Berlin,2,0,1.59,799,0.9,14,4,10,0.68,93,7,3,6,1
2020-2021,25,Hertha Berlin,Away,Borussia Dortmund,0,2,0.36,310,0.78,4,0,4,0.32,94,0,0,11,0
2020-2021,25,Bayer Leverkusen,Home,Arminia Bielefeld,1,2,2.82,769,0.88,20,8,12,0.67,120,9,2,16,0
2020-2021,25,Arminia Bielefeld,Away,Bayer Leverkusen,2,1,1.31,259,0.66,10,5,5,0.33,102,5,2,9,1
