match_id,team_id,scored,conceded,xgoals,passes,accuracy,shots,ontarget,offtarget,possession,tackleswon,corners,offsides,fouls,win,homeaway,rolling_avg_goals,prev_xgoals,prev_possession,prev_shots,prev_ontarget,prev_accuracy,cumulative_points,points_rank,goal_difference,win_streak,matchday,home_team_id,away_team_id,home_score,away_score,season_name,team_name,xg_performance,rolling_xg_performance,home_form_wins,home_form_goals,away_form_wins,away_form_goals,shot_conversion,rolling_shot_conversion,opponent_id,h2h_points,elo_before,opponent_elo_before
1160,64,2,0,1.64,394,0.83,12,4,8,0.49,83,5,2,15,True,Home,1.6,1.25,0.47,14.0,7.0,0.8,39,7,1,2,29,64,63,2,0,2023-2024,Augsburg,0.3600000000000001,0.6659999999999999,2.0,1.6,,,0.16666666666666666,0.14468831168831167,63,15,1471.4003758783335,1508.1789090066209
1161,77,1,1,1.09,241,0.7,10,3,7,0.38,90,2,0,22,False,Away,1.6,1.48,0.38,9.0,4.0,0.75,34,10,-8,0,29,75,77,1,1,2023-2024,Heidenheim,-0.09000000000000008,0.41,,,1.0,1.6,0.1,0.19166666666666665,75,1,1511.1816020870313,1427.5387979987222
1161,75,1,1,1.58,430,0.8,24,5,19,0.62,99,6,1,12,False,Home,1.0,0.66,0.44,8.0,2.0,0.67,27,15,-25,0,29,75,77,1,1,2023-2024,Bochum,-0.5800000000000001,-0.0500000000000002,1.0,1.6,,,0.041666666666666664,0.06802631578947368,77,1,1427.5387979987222,1511.1816020870313
1162,67,2,1,1.43,528,0.87,12,4,8,0.55,70,4,1,11,True,Away,1.8,2.13,0.53,14.0,7.0,0.85,56,4,23,2,29,68,67,1,2,2023-2024,Borussia Dortmund,0.5700000000000001,0.22999999999999998,,,3.0,1.4,0.16666666666666666,0.1379662004662005,68,12,1659.6078222132458,1475.8312670833666
1162,68,1,2,1.65,428,0.85,16,5,11,0.45,68,2,2,13,False,Home,1.6,0.82,0.41,10.0,6.0,0.83,31,11,-6,0,29,68,67,1,2,2023-2024,Borussia Mönchengladbach,-0.6499999999999999,0.23800000000000016,1.0,1.8,,,0.0625,0.14511904761904762,67,9,1475.8312670833666,1659.6078222132458
1163,62,1,4,0.57,394,0.76,5,1,4,0.5,94,3,1,14,False,Away,1.2,2.03,0.53,17.0,6.0,0.84,36,9,-8,0,29,70,62,4,1,2023-2024,Hoffenheim,0.43000000000000005,0.2699999999999999,,,1.0,1.8,0.2,0.1305322128851541,70,5,1476.5451691049054,1456.5774823039071
1163,70,4,1,3.08,312,0.75,23,8,15,0.5,106,9,2,12,True,Home,2.2,3.45,0.57,18.0,9.0,0.85,26,16,-17,3,29,70,62,4,1,2023-2024,Mainz,0.9199999999999999,-0.1679999999999999,3.0,1.6,,,0.17391304347826086,0.0973015873015873,62,14,1456.5774823039071,1476.5451691049054
1164,71,0,3,0.54,487,0.88,10,3,7,0.5,103,4,1,7,False,Away,0.8,0.97,0.59,13.0,4.0,0.91,28,14,-16,0,29,69,71,3,0,2023-2024,Wolfsburg,-0.54,0.08800000000000004,,,1.0,1.0,0.0,0.08871794871794872,69,8,1455.5054602436858,1631.9362859697023
1164,69,3,0,1.53,500,0.88,15,6,9,0.35,101,6,0,12,True,Home,2.8,2.62,0.54,15.0,6.0,0.87,56,4,34,3,29,69,71,3,0,2023-2024,RB Leipzig,1.47,0.20999999999999996,3.0,1.6,,,0.2,0.19109730848861284,71,11,1631.9362859697023,1455.5054602436858
1165,61,0,2,0.79,307,0.82,11,5,6,0.37,82,5,2,15,False,Away,1.4,1.05,0.56,18.0,7.0,0.76,22,17,-28,0,29,55,61,2,0,2023-2024,Cologne,-0.79,0.32600000000000007,,,0.0,1.4,0.0,0.11111111111111113,55,1,1447.9893700679127,1673.0411051562965
1165,55,2,0,1.84,668,0.91,17,7,10,0.63,117,5,3,3,True,Home,3.4,1.97,0.62,15.0,7.0,0.89,63,2,46,2,29,55,61,2,0,2023-2024,Bayern Munich,0.15999999999999992,0.19400000000000017,3.0,2.6,,,0.11764705882352941,0.14817582417582417,61,19,1673.0411051562965,1447.9893700679127
1166,65,0,3,0.84,485,0.84,10,3,7,0.44,75,5,0,15,False,Away,1.0,1.87,0.61,19.0,5.0,0.85,42,6,4,0,29,57,65,3,0,2023-2024,Eintracht Frankfurt,-0.84,-0.616,,,1.0,1.6,0.0,0.10718406980016885,57,10,1545.9094784123697,1604.1036952880356
1166,57,3,0,1.15,599,0.88,9,6,3,0.56,88,4,1,4,True,Home,2.4,1.62,0.47,10.0,2.0,0.87,63,2,33,3,29,57,65,3,0,2023-2024,VfB Stuttgart,1.85,0.36400000000000005,3.0,2.8,,,0.3333333333333333,0.18828571428571433,65,7,1604.1036952880356,1545.9094784123697
1167,58,1,0,0.68,432,0.79,9,3,6,0.47,81,2,0,12,True,Away,1.8,1.7,0.46,15.0,4.0,0.84,39,7,-11,2,29,78,58,0,1,2023-2024,Freiburg,0.31999999999999995,0.524,,,2.0,1.4,0.1111111111111111,0.17190548014077425,78,1,1520.8331190806427,1337.8147593628914
1167,78,0,1,1.16,507,0.81,16,4,12,0.53,79,2,0,6,False,Home,0.8,1.06,0.43,14.0,3.0,0.77,14,18,-44,0,29,78,58,0,1,2023-2024,Darmstadt,-1.16,-0.29400000000000004,0.0,1.0,,,0.0,0.0879120879120879,58,1,1337.8147593628914,1520.8331190806427
1168,59,0,5,0.86,495,0.87,7,3,4,0.46,68,0,1,4,False,Away,0.6,1.27,0.39,10.0,7.0,0.72,31,11,-13,0,29,72,59,5,0,2023-2024,Werder Bremen,-0.86,-0.40200000000000014,,,2.0,1.0,0.0,0.06444444444444447,72,3,1428.5204739259932,1730.0261306871182
1168,72,5,0,3.73,612,0.9,19,10,9,0.54,74,7,5,10,True,Home,2.6,2.53,0.62,19.0,8.0,0.92,79,1,55,11,29,72,59,5,0,2023-2024,Bayer Leverkusen,1.27,-0.5619999999999997,4.0,1.8,,,0.2631578947368421,0.09955280357757139,59,9,1730.0261306871182,1428.5204739259932
1169,64,1,3,0.37,347,0.73,6,1,5,0.4,89,5,3,19,False,Away,1.6,1.64,0.49,12.0,4.0,0.83,39,8,-1,0,30,65,64,3,1,2023-2024,Augsburg,0.63,0.1899999999999999,,,2.0,2.2,0.16666666666666666,0.12347619047619048,65,6,1484.6659377556678,1535.9008475403107
1169,65,3,1,2.58,589,0.83,12,7,5,0.6,95,6,1,2,True,Home,1.0,0.84,0.44,10.0,3.0,0.84,45,6,6,2,30,65,64,3,1,2023-2024,Eintracht Frankfurt,0.41999999999999993,-0.726,1.0,1.4,,,0.25,0.07082043343653248,64,12,1535.9008475403107,1484.6659377556678
1170,69,2,1,1.73,596,0.84,11,4,7,0.57,100,6,4,7,True,Away,2.8,1.53,0.35,15.0,6.0,0.88,59,4,35,4,30,77,69,1,2,2023-2024,RB Leipzig,0.27,0.094,,,3.0,3.2,0.18181818181818182,0.15109730848861283,77,3,1638.317452583772,1506.4576472000567
1170,77,1,2,1.81,360,0.74,9,5,4,0.43,95,2,1,14,False,Home,1.8,1.09,0.38,10.0,3.0,0.7,34,10,-9,0,30,77,69,1,2,2023-2024,Heidenheim,-0.81,0.42400000000000004,1.0,1.2,,,0.1111111111111111,0.19916666666666666,69,0,1506.4576472000567,1638.317452583772
1171,68,3,4,1.62,423,0.83,13,7,6,0.4,85,5,1,11,False,Away,1.6,1.65,0.45,16.0,5.0,0.85,31,12,-7,0,30,62,68,4,3,2023-2024,Borussia Mönchengladbach,1.38,0.1680000000000002,,,1.0,1.2,0.23076923076923078,0.14333333333333334,62,13,1469.6462170290336,1463.8562679456788
1171,62,4,3,2.29,626,0.88,27,9,18,0.6,93,6,1,6,True,Home,1.8,0.57,0.5,5.0,1.0,0.76,39,8,-7,2,30,62,68,4,3,2023-2024,Hoffenheim,1.71,0.37199999999999994,2.0,1.2,,,0.14814814814814814,0.14196078431372552,68,7,1463.8562679456788,1469.6462170290336
1172,78,2,0,2.16,320,0.77,12,6,6,0.41,125,3,0,13,True,Away,1.2,1.16,0.53,16.0,4.0,0.81,17,18,-42,2,30,61,78,0,2,2023-2024,Darmstadt,-0.16000000000000014,-0.29000000000000004,,,0.0,0.6,0.16666666666666666,0.0879120879120879,61,0,1327.4729107107948,1442.8312178582228
1172,61,0,2,0.98,466,0.82,18,4,14,0.59,132,4,6,10,False,Home,0.8,0.79,0.37,11.0,5.0,0.82,22,17,-30,0,30,61,78,0,2,2023-2024,Cologne,-0.98,0.274,2.0,1.0,,,0.0,0.11111111111111113,78,3,1442.8312178582228,1327.4729107107948
1173,75,0,1,0.67,415,0.71,10,1,9,0.52,128,8,6,16,False,Away,0.8,1.58,0.62,24.0,5.0,0.8,27,15,-26,0,30,71,75,1,0,2023-2024,Bochum,-0.67,-0.14000000000000024,,,0.0,1.0,0.0,0.06385964912280702,71,6,1430.373170930907,1449.1242936296162
1173,71,1,0,1.08,329,0.72,9,5,4,0.48,133,5,3,11,True,Home,1.0,0.54,0.5,10.0,3.0,0.88,31,12,-15,2,30,71,75,1,0,2023-2024,Wolfsburg,-0.08000000000000007,-0.22599999999999998,0.0,1.4,,,0.1111111111111111,0.055384615384615386,75,9,1449.1242936296162,1430.373170930907
1174,55,5,1,1.37,723,0.92,18,9,9,0.4,91,3,2,4,True,Away,2.8,1.84,0.63,17.0,7.0,0.91,66,2,50,3,30,63,55,1,5,2023-2024,Bayern Munich,3.63,0.15200000000000014,,,1.0,2.2,0.2777777777777778,0.15265761689291102,63,15,1678.1992573659863,1494.9133471292866
1174,63,1,5,0.82,396,0.84,15,4,11,0.33,67,5,3,5,False,Home,0.6,1.43,0.51,17.0,4.0,0.84,29,14,-24,0,30,63,55,1,5,2023-2024,Union Berlin,0.18000000000000005,-0.6499999999999998,2.0,1.0,,,0.06666666666666667,0.03636363636363635,55,3,1494.9133471292866,1678.1992573659863
1175,57,1,2,2.53,734,0.89,15,5,10,0.64,117,7,3,10,False,Away,2.2,1.15,0.56,9.0,6.0,0.88,63,3,32,0,30,59,57,2,1,2023-2024,VfB Stuttgart,-1.5299999999999998,0.33000000000000007,,,5.0,2.4,0.06666666666666667,0.16923809523809527,59,10,1614.1123261600947,1424.923548209788
1175,59,2,1,1.49,304,0.82,9,2,7,0.36,113,1,0,11,True,Home,0.8,0.86,0.46,7.0,3.0,0.87,34,10,-12,2,30,59,57,2,1,2023-2024,Werder Bremen,0.51,-0.4400000000000001,1.0,1.2,,,0.2222222222222222,0.053333333333333365,57,4,1424.923548209788,1614.1123261600947
1176,72,1,1,1.09,526,0.88,13,5,8,0.49,88,6,4,11,False,Away,2.4,3.73,0.54,19.0,10.0,0.9,80,1,55,0,30,67,72,1,1,2023-2024,Bayer Leverkusen,-0.09000000000000008,-0.3779999999999997,,,5.0,2.0,0.07692307692307693,0.12865497076023394,67,7,1733.6230564033235,1665.7928722675788
1176,67,1,1,0.92,496,0.84,9,2,7,0.51,93,2,0,14,False,Home,1.6,1.43,0.55,12.0,4.0,0.87,57,5,23,0,30,67,72,1,1,2023-2024,Borussia Dortmund,0.07999999999999996,0.2,3.0,2.2,,,0.1111111111111111,0.1379662004662005,72,13,1665.7928722675788,1733.6230564033235
1177,70,1,1,1.56,544,0.81,17,4,13,0.6,97,4,1,15,False,Away,2.2,3.08,0.5,23.0,8.0,0.75,27,15,-17,0,30,58,70,1,1,2023-2024,Mainz,-0.56,0.0820000000000001,,,0.0,0.6,0.058823529411764705,0.12208419599723948,58,9,1469.2663834631337,1527.0382282719008
1177,58,1,1,1.25,333,0.74,7,3,4,0.4,88,2,1,17,False,Home,1.6,0.68,0.47,9.0,3.0,0.79,40,7,-11,0,30,58,70,1,1,2023-2024,Freiburg,-0.25,0.45000000000000007,0.0,1.8,,,0.14285714285714285,0.1705982905982906,70,9,1527.0382282719008,1469.2663834631337
1178,62,2,3,1.82,452,0.74,11,4,7,0.47,100,4,4,11,False,Away,2.2,2.29,0.6,27.0,9.0,0.88,39,8,-8,0,31,75,62,3,2,2023-2024,Hoffenheim,0.17999999999999994,0.6499999999999999,,,1.0,1.6,0.18181818181818182,0.1382570806100218,75,6,1476.0562271921224,1419.0201836874664
1178,75,3,2,4.18,333,0.7,35,13,22,0.22,105,10,2,13,True,Home,1.4,0.67,0.52,10.0,1.0,0.71,30,14,-25,2,31,75,62,3,2,2023-2024,Bochum,-1.1799999999999997,-0.27400000000000024,1.0,1.6,,,0.08571428571428572,0.05333333333333333,62,9,1419.0201836874664,1476.0562271921224
1179,59,3,0,2.28,318,0.81,16,8,8,0.55,96,4,2,8,True,Away,1.2,1.49,0.36,9.0,2.0,0.82,37,10,-9,3,31,64,59,0,3,2023-2024,Werder Bremen,0.7200000000000002,-0.27000000000000013,,,1.0,0.8,0.1875,0.08444444444444446,64,6,1442.8804519752907,1474.4228121594824
1179,64,0,3,1.08,380,0.82,14,1,13,0.34,82,6,3,18,False,Home,1.0,0.37,0.4,6.0,1.0,0.73,39,8,-4,0,31,64,59,0,3,2023-2024,Augsburg,-1.08,0.2679999999999999,3.0,1.6,,,0.0,0.1318095238095238,59,9,1474.4228121594824,1442.8804519752907
1180,71,2,1,0.56,383,0.8,13,5,8,0.5,70,6,3,7,True,Away,1.2,1.08,0.48,9.0,5.0,0.72,34,12,-14,3,31,58,71,1,2,2023-2024,Wolfsburg,1.44,-0.21799999999999997,,,1.0,0.8,0.15384615384615385,0.0776068376068376,58,7,1460.4772808730568,1525.0610484756446
1180,58,1,2,1.76,398,0.8,16,3,13,0.35,84,3,3,12,False,Home,1.4,1.25,0.4,7.0,3.0,0.74,40,7,-12,0,31,58,71,1,2,2023-2024,Freiburg,-0.76,0.27200000000000013,0.0,1.8,,,0.0625,0.1547252747252747,71,13,1525.0610484756446,1460.4772808730568
1181,67,1,4,1.5,549,0.89,12,5,7,0.61,86,8,1,7,False,Away,1.2,0.92,0.51,9.0,2.0,0.84,57,5,20,0,31,69,67,4,1,2023-2024,Borussia Dortmund,-0.5,0.007999999999999985,,,4.0,1.8,0.08333333333333333,0.12941919191919196,69,9,1668.106325721138,1645.9699345122162
1181,69,4,1,3.09,336,0.86,21,7,14,0.39,103,5,0,11,True,Home,2.6,1.73,0.57,11.0,4.0,0.84,62,4,38,5,31,69,67,4,1,2023-2024,RB Leipzig,0.9100000000000001,0.43800000000000006,4.0,1.8,,,0.19047619047619047,0.17317523056653492,67,12,1645.9699345122162,1668.106325721138
1182,65,1,2,0.39,417,0.84,10,3,7,0.39,108,2,2,7,False,Away,1.0,2.58,0.6,12.0,7.0,0.83,45,6,5,0,31,55,65,2,1,2023-2024,Eintracht Frankfurt,0.61,-0.534,,,1.0,1.2,0.1,0.08552631578947366,55,10,1546.143973136496,1684.3972832928885
1182,55,2,1,3.66,673,0.91,19,9,10,0.61,102,4,1,11,True,Home,2.2,1.37,0.4,18.0,9.0,0.92,69,2,51,4,31,55,65,2,1,2023-2024,Bayern Munich,-1.6600000000000001,0.4960000000000001,4.0,3.0,,,0.10526315789473684,0.1442131724484666,65,10,1684.3972832928885,1546.143973136496
1183,57,2,2,1.76,510,0.85,11,4,7,0.56,69,2,2,19,False,Away,2.0,2.53,0.64,15.0,5.0,0.89,64,3,32,0,31,72,57,2,2,2023-2024,VfB Stuttgart,0.24,-0.16999999999999987,,,4.0,2.0,0.18181818181818182,0.15400000000000005,72,3,1596.1554223945918,1731.3096029497642
1183,72,2,2,1.31,488,0.79,14,6,8,0.44,72,5,1,10,False,Home,2.2,1.09,0.49,13.0,5.0,0.88,81,1,55,0,31,72,57,2,2,2023-2024,Bayer Leverkusen,0.69,-0.34999999999999976,5.0,2.8,,,0.14285714285714285,0.12298695456590196,57,15,1731.3096029497642,1596.1554223945918
1184,63,0,0,0.92,495,0.81,14,7,7,0.47,100,4,0,13,False,Away,0.2,0.82,0.33,15.0,4.0,0.84,30,14,-24,0,31,68,63,0,0,2023-2024,Union Berlin,-0.92,-0.4119999999999998,,,1.0,0.2,0.0,0.049696969696969684,68,17,1488.7153212023845,1457.44625778259
1184,68,0,0,0.96,512,0.79,13,4,9,0.53,106,3,0,3,False,Home,1.4,1.62,0.4,13.0,7.0,0.83,32,13,-7,0,31,68,63,0,0,2023-2024,Borussia Mönchengladbach,-0.96,0.19000000000000017,1.0,1.8,,,0.0,0.1519871794871795,63,2,1457.44625778259,1488.7153212023845
1185,61,1,1,3.04,381,0.8,16,6,10,0.57,121,6,1,13,False,Away,0.8,0.98,0.59,18.0,4.0,0.82,23,17,-30,0,31,70,61,1,1,2023-2024,Cologne,-2.04,-0.30599999999999994,,,0.0,1.2,0.0625,0.06111111111111113,70,9,1426.9871168006177,1471.24356325939
1185,70,1,1,2.25,244,0.65,16,4,12,0.43,116,6,1,17,False,Home,2.0,1.56,0.6,17.0,4.0,0.81,28,16,-17,0,31,70,61,1,1,2023-2024,Mainz,-1.25,-0.027999999999999914,4.0,2.4,,,0.0625,0.11956318759387811,61,9,1471.24356325939,1426.9871168006177
1186,77,1,0,1.93,432,0.79,19,6,13,0.53,80,8,2,12,True,Away,1.8,1.81,0.43,9.0,5.0,0.74,37,10,-8,2,31,78,77,0,1,2023-2024,Heidenheim,-0.9299999999999999,0.33399999999999996,,,1.0,1.6,0.05263157894736842,0.2213888888888889,78,3,1493.7035106526494,1353.8797458068032
1186,78,0,1,0.69,365,0.79,12,4,8,0.47,91,3,1,14,False,Home,0.8,2.16,0.41,12.0,6.0,0.77,17,18,-43,0,31,78,77,0,1,2023-2024,Darmstadt,-0.69,-0.18800000000000006,0.0,0.6,,,0.0,0.12124542124542123,77,0,1353.8797458068032,1493.7035106526494
1187,69,1,1,0.86,473,0.86,8,5,3,0.44,56,4,4,8,False,Away,2.8,3.09,0.39,21.0,7.0,0.86,63,4,38,0,32,62,69,1,1,2023-2024,RB Leipzig,0.14,0.47400000000000003,,,4.0,3.2,0.125,0.16779220779220777,62,16,1658.7334654910399,1462.10377974794
1187,62,1,1,1.65,578,0.9,18,8,10,0.56,78,4,0,6,False,Home,2.2,1.82,0.47,11.0,4.0,0.74,40,8,-8,0,32,62,69,1,1,2023-2024,Hoffenheim,-0.6499999999999999,0.7319999999999999,3.0,1.8,,,0.05555555555555555,0.17462071697365816,69,4,1462.10377974794,1658.7334654910399
1188,64,1,5,2.14,367,0.86,20,4,16,0.42,80,9,0,11,False,Away,1.0,1.08,0.34,14.0,1.0,0.82,39,9,-8,0,32,67,64,5,1,2023-2024,Augsburg,-1.1400000000000001,-0.35200000000000015,,,2.0,2.2,0.05,0.08895238095238094,67,5,1461.3363608883203,1655.3427947423145
1188,67,5,1,3.97,579,0.9,21,10,11,0.58,102,6,1,4,True,Home,1.8,1.5,0.61,12.0,5.0,0.89,60,5,24,2,32,67,64,5,1,2023-2024,Borussia Dortmund,1.0299999999999998,-0.22199999999999998,2.0,1.8,,,0.23809523809523808,0.1085858585858586,64,14,1655.3427947423145,1461.3363608883203
1189,78,0,3,0.4,462,0.84,6,1,5,0.47,89,2,4,13,False,Away,0.4,0.69,0.47,12.0,4.0,0.79,17,18,-46,0,32,71,78,3,0,2023-2024,Darmstadt,-0.4,-0.4640000000000001,,,1.0,1.0,0.0,0.0641025641025641,71,0,1341.5205293615195,1474.6825828440233
1189,71,3,0,1.75,527,0.87,18,6,12,0.53,81,9,0,11,True,Home,1.4,0.56,0.5,13.0,5.0,0.8,37,12,-11,4,32,71,78,3,0,2023-2024,Wolfsburg,1.25,0.184,1.0,1.2,,,0.16666666666666666,0.09504273504273505,78,3,1474.6825828440233,1341.5205293615195
1190,68,2,2,1.95,476,0.84,17,7,10,0.45,92,2,1,7,False,Away,1.8,0.96,0.53,13.0,4.0,0.79,33,13,-7,0,32,59,68,2,2,2023-2024,Borussia Mönchengladbach,0.050000000000000044,-0.08599999999999983,,,1.0,1.6,0.11764705882352941,0.11865384615384614,59,8,1458.5233464278456,1455.9669032464528
1190,59,2,2,1.82,627,0.87,17,6,11,0.55,63,7,2,6,False,Home,1.6,2.28,0.55,16.0,8.0,0.81,38,10,-9,0,32,59,68,2,2,2023-2024,Werder Bremen,0.17999999999999994,-0.08800000000000008,1.0,1.0,,,0.11764705882352941,0.10194444444444448,68,5,1455.9669032464528,1458.5233464278456
1191,55,1,3,1.61,424,0.86,10,3,7,0.45,67,1,0,8,False,Away,2.4,3.66,0.61,19.0,9.0,0.91,69,2,49,0,32,57,55,3,1,2023-2024,Bayern Munich,-0.6100000000000001,-0.009999999999999964,,,2.0,3.2,0.1,0.12680426556587548,57,17,1691.8592177895819,1600.601447972333
1191,57,3,1,1.8,659,0.91,24,11,13,0.55,64,3,3,10,True,Home,2.0,1.76,0.56,11.0,4.0,0.85,67,3,34,2,32,57,55,3,1,2023-2024,VfB Stuttgart,1.2,-0.051999999999999866,3.0,2.4,,,0.125,0.1663636363636364,55,2,1600.601447972333,1691.8592177895819
1192,58,0,0,0.43,371,0.78,4,0,4,0.45,103,1,0,9,False,Away,0.8,1.76,0.35,16.0,3.0,0.8,41,7,-12,0,32,61,58,0,0,2023-2024,Freiburg,-0.43,-0.10199999999999984,,,3.0,1.4,0.0,0.12278083028083028,61,16,1510.855746504678,1428.507466258937
1192,61,0,0,1.08,459,0.8,20,7,13,0.55,88,7,0,10,False,Home,0.6,3.04,0.57,16.0,6.0,0.8,24,17,-30,0,32,61,58,0,0,2023-2024,Cologne,-1.08,-0.578,1.0,0.6,,,0.0,0.05138888888888891,58,4,1428.507466258937,1510.855746504678
1193,75,4,3,1.61,298,0.77,17,5,12,0.5,114,4,0,16,True,Away,1.8,4.18,0.22,35.0,13.0,0.7,33,13,-24,3,32,63,75,3,4,2023-2024,Bochum,2.3899999999999997,-0.3620000000000002,,,0.0,0.8,0.23529411764705882,0.07047619047619047,63,7,1432.9726311316488,1487.638232557129
1193,63,3,4,1.52,281,0.74,12,6,6,0.5,112,6,1,13,False,Home,0.8,0.92,0.47,14.0,7.0,0.81,30,15,-25,0,32,63,75,3,4,2023-2024,Union Berlin,1.48,-0.7619999999999998,1.0,1.0,,,0.25,0.013333333333333317,75,7,1487.638232557129,1432.9726311316488
1194,72,5,1,2.67,416,0.84,10,7,3,0.46,61,5,1,4,True,Away,2.8,1.31,0.44,14.0,6.0,0.79,84,1,59,2,32,65,72,1,5,2023-2024,Bayer Leverkusen,2.33,-0.28199999999999975,,,4.0,1.8,0.5,0.1182250498039972,65,12,1726.863577372023,1538.6820386398026
1194,65,1,5,1.34,528,0.86,16,5,11,0.54,61,10,1,10,False,Home,1.2,0.39,0.39,10.0,3.0,0.84,45,6,1,0,32,65,72,1,5,2023-2024,Eintracht Frankfurt,-0.3400000000000001,-0.4580000000000001,2.0,1.8,,,0.0625,0.08052631578947367,72,9,1538.6820386398026,1726.863577372023
1195,70,1,1,0.93,511,0.82,10,4,6,0.52,77,3,2,8,False,Away,2.2,2.25,0.43,16.0,4.0,0.65,29,16,-17,0,32,77,70,1,1,2023-2024,Mainz,0.06999999999999995,-0.14799999999999994,,,0.0,0.8,0.1,0.10349175902244956,77,0,1469.7232138010706,1506.062727097933
1195,77,1,1,1.34,419,0.79,16,6,10,0.48,88,6,2,8,False,Home,1.4,1.93,0.53,19.0,6.0,0.79,38,10,-8,0,32,77,70,1,1,2023-2024,Heidenheim,-0.3400000000000001,0.29999999999999993,1.0,1.4,,,0.0625,0.21941520467836256,70,3,1506.062727097933,1469.7232138010706
1196,57,1,0,2.06,753,0.92,19,7,12,0.73,65,5,0,9,True,Away,2.0,1.8,0.55,24.0,11.0,0.91,70,3,35,3,33,64,57,0,1,2023-2024,VfB Stuttgart,-1.06,0.22800000000000015,,,3.0,2.0,0.05263157894736842,0.16136363636363643,64,16,1615.68284090038,1455.417791901626
1196,64,0,1,0.71,208,0.76,9,1,8,0.27,73,5,4,15,False,Home,0.8,2.14,0.42,20.0,4.0,0.86,39,9,-9,0,33,64,57,0,1,2023-2024,Augsburg,-0.71,-0.29600000000000015,3.0,1.2,,,0.0,0.09095238095238094,57,4,1455.417791901626,1615.68284090038
1197,63,2,3,1.56,243,0.67,13,6,7,0.37,79,8,1,16,False,Away,1.2,1.52,0.5,12.0,6.0,0.74,30,16,-26,0,33,61,63,3,2,2023-2024,Union Berlin,0.43999999999999995,-0.1939999999999998,,,1.0,0.2,0.15384615384615385,0.06333333333333332,61,17,1473.7655772519697,1431.2995853450213
1197,61,3,2,2.93,437,0.78,18,5,13,0.63,93,6,0,15,True,Home,0.8,1.08,0.55,20.0,7.0,0.8,27,17,-29,2,33,61,63,3,2,2023-2024,Cologne,0.06999999999999984,-0.7879999999999999,1.0,0.6,,,0.16666666666666666,0.034722222222222245,63,2,1431.2995853450213,1473.7655772519697
1198,65,1,1,1.41,553,0.83,15,1,14,0.55,106,8,3,10,False,Away,1.2,1.34,0.54,16.0,5.0,0.86,46,6,1,0,33,68,65,1,1,2023-2024,Eintracht Frankfurt,-0.4099999999999999,-0.20400000000000004,,,1.0,1.4,0.06666666666666667,0.09302631578947367,68,12,1532.6126885986298,1458.4350516018787
1198,68,1,1,0.44,438,0.84,6,3,3,0.45,94,2,0,9,False,Home,1.4,1.95,0.45,17.0,7.0,0.84,34,13,-7,0,33,68,65,1,1,2023-2024,Borussia Mönchengladbach,0.56,0.4000000000000002,1.0,1.8,,,0.16666666666666666,0.14218325791855202,65,6,1458.4350516018787,1532.6126885986298
1199,77,1,1,0.75,400,0.81,9,3,6,0.48,72,4,1,11,False,Away,1.0,1.34,0.48,16.0,6.0,0.79,39,9,-8,0,33,58,77,1,1,2023-2024,Heidenheim,0.25,-0.13000000000000006,,,1.0,1.4,0.1111111111111111,0.13191520467836257,58,3,1503.978451543714,1508.0636274185938
1199,58,1,1,1.87,498,0.85,19,3,16,0.52,105,2,2,9,False,Home,0.8,0.43,0.45,4.0,0.0,0.78,42,8,-12,0,33,58,77,1,1,2023-2024,Freiburg,-0.8700000000000001,-0.3639999999999998,0.0,1.4,,,0.05263157894736842,0.07662698412698413,77,0,1508.0636274185938,1503.978451543714
1200,59,1,1,0.63,597,0.87,10,1,9,0.53,110,3,2,6,False,Away,1.6,1.82,0.55,17.0,6.0,0.87,39,9,-9,0,33,69,59,1,1,2023-2024,Werder Bremen,0.37,0.05599999999999992,,,1.0,1.2,0.1,0.12547385620915036,69,1,1456.0551980724197,1652.5849584819084
1200,69,1,1,1.29,465,0.86,13,5,8,0.47,102,4,2,12,False,Home,2.2,0.86,0.44,8.0,5.0,0.86,64,4,38,0,33,69,59,1,1,2023-2024,RB Leipzig,-0.29000000000000004,0.834,4.0,2.2,,,0.07692307692307693,0.1927922077922078,59,13,1652.5849584819084,1456.0551980724197
1201,67,0,3,0.46,628,0.88,10,2,8,0.65,93,2,2,11,False,Away,1.8,3.97,0.58,21.0,10.0,0.9,60,5,21,0,33,70,67,3,0,2023-2024,Borussia Dortmund,-0.46,-0.19000000000000003,,,4.0,1.8,0.0,0.11984126984126986,70,15,1661.2613637290087,1470.973779133602
1201,70,3,0,3.05,261,0.75,14,6,8,0.35,104,4,2,14,True,Home,2.0,0.93,0.52,10.0,4.0,0.82,32,15,-14,2,33,70,67,3,0,2023-2024,Mainz,-0.04999999999999982,-0.05399999999999994,3.0,2.4,,,0.21428571428571427,0.12349175902244955,67,3,1470.973779133602,1661.2613637290087
1202,62,6,0,3.4,661,0.9,12,7,5,0.56,90,3,3,3,True,Away,2.8,1.65,0.56,18.0,8.0,0.9,43,7,-2,2,33,78,62,0,6,2023-2024,Hoffenheim,2.6,0.5279999999999999,,,1.0,1.6,0.5,0.15239849475143594,78,1,1468.2522867570715,1328.8314281968876
